"data_id","event_date","event_type","actor1","actor2","admin1","admin2","location","latitude","longitude","notes","fatalities"
8914461,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Mykolaiv","Bashtanskyi","Snihurivka",47.0702,32.7914,"On 14 March 2022, Russian air forces attacked Snihurivka, Mykolaiv. One civilian was killed and five residential houses damaged.",1
8914676,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Derhachi",50.1066,36.1211,"On 14 March 2022, Russian forces shelled Derhachi, Kharkiv. One minor was killed.",1
8914702,2022-03-14,"Battles","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-) Air Force","Zhytomyr","Zhytomyrskyi","Zhytomyr",50.2649,28.6767,"Around 14 March 2022 (as reported), during an air battle near Zhytomyr between Ukrainian and Russian forces one Ukrainian pilot was killed.",1
8915028,2022-03-14,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Donetsk","Pokrovskyi","Kamyanka",48.174,37.7863,"On 14 March 2022, Russian forces clashed with Ukrainian forces near Kamyanka, Donetsk. During the reconnaissance battle, Russian forces suffered significant losses and were forced to withdraw. Unspecified fatalities coded as 10.",10
8915067,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Hostomel",50.5882,30.259,"On 14 March 2022, Russian forces fired missiles at the evacuation buses and cars with civilians in Hostomel, Kyiv. One civilian died.",1
8915068,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Novi Petrivtsi",50.623,30.4463,"On 14 March 2022, Russian forces shelled the village of Novi Petrivtsi, Kyiv. One civilian was killed and one injured.",1
8915177,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Kramatorskyi","Kramatorsk",48.7306,37.5816,"On 14 March 2022, Russian forces fired missiles at Kramatorsk, Donetsk. Two civilians died.",2
8972836,2022-03-14,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Chuhuivskyi","Chuhuiv",49.8359,36.688,"On 14 March 2022, Russian forces fired artillery at a kindergarten in Chuhuiv. One minor was killed as the result of a shelling.",1
8983796,2022-03-14,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Poltava","Kremenchutskyi","Karpykha",49.6543,33.2194,"Around 14 March 2022, Ukrainian forces clashed with Russian forces near Karpykha, Poltava, killing Russian soldiers. Civilians prisoners held by the Russians were freed. Unspecified fatalities coded as 10.",10
8914596,2022-03-13,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Borivske",48.8709,38.5605,"On 13 March 2022, Russian forces killed a pro-Ukrainian activist in Borivske, Luhansk.",1
8914597,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 13 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Chernihiv with heavy weapons, hitting residential buildings. One of the shells hit a dormitory. Seven people were rescued, one person died, further casualties unknown.",1
8914601,2022-03-13,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (United States)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 13 March 2022, Russian forces shot dead an American journalist in Irpin, Kyiv. Two other journalists were wounded.",1
8914605,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 13 March 2022, Russian forces shelled with fired multiple launch rocket systems different city districts of Kharkiv such as Saltivka and Novi Budynky. At least 1 person was killed and 3 wounded, further casualties unknown.",1
8914607,2022-03-13,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kherson","Khersonskyi","Kherson",46.6558,32.6178,"On 13 March 2022, Ukrainian forces destroyed a Russian forces column in the area near Kherson, including tanks and IFVs. A significant number of Russian soldiers was killed. Russian forces also fired back. Unspecified fatalities coded as 10.",10
8914608,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Kramatorskyi","Kramatorsk",48.7306,37.5816,"On 13 March 2022, throughout the night Russian planes and artillery struck the north of the Donetsk region, hitting a Kramatorsk-Lviv evacuation train in Kramatorsk district, Donetsk. As a result, one person died and one was injured.",1
8914609,2022-03-13,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 13 March 2022, Ukrainian forces, including territorial defense forces, destroyed a Russian forces column in the area near Kyiv, including tanks, IFVs and armored personnel vehicles. Russian forces also suffered losses in personnel. Unspecified fatalities coded as 10.",10
8914613,2022-03-13,"Battles","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 13 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Mariupol, Donetsk, with heavy weapons. There was an armed clash between Russian forces and Ukrainian military forces, including Azov Battalion, as a result of which Azov Battalion destroyed three T-72 tanks and one armored vehicles 'Tiger'. Azov also captured 12 and killed 17 Russian soldiers.",17
8914617,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Mykolaiv","Mykolaivskyi","Mykolaiv",46.9672,32.0183,"On 13 March 2022, Russian forces conducted airstrikes and shelled Mykolaiv with heavy weapons. As a result, nine people were killed.",9
8914625,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Donetsk","Volnovaskyi","Volnovakha",47.601,37.4967,"On 13 March 2022, Russian forces conducted airstrikes and shelled Volnovakha, Donetsk, with heavy weapons, hitting residential buildings and churches. A chaplain of Ukrainian Orthodox Church was killed. Further casualties unknown.",1
8914628,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Lviv","Yavorivskyi","Yavoriv Combat Training Center",49.9243,23.3852,"On 13 March 2022, Russian air force fired missiles at Yavoriv Combat Training Center, Lviv. As a result, 35 soldiers were killed and 134 were wounded.",35
8914629,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Mykolaiv","Mykolaivskyi","Zelenyy Hay",47.2388,31.569,"On 13 March 2022, as a result of an air strike launched by Russian forces on a school in the village of Zelenyy Hay, Mykolaiv, two people were killed and two others were injured.",2
8914685,2022-03-13,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Bilotserkivskyi","Stavyshche",49.3912,30.1902,"On 13 March 2022, Russian forces fired at a car in Stavyshche, Kyiv. As a result, 2 people were killed and three were wounded.",2
8915075,2022-03-13,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Kreminna",49.0495,38.2179,"On 13 March 2022, Russian forces shelled Kreminna, Luhansk, hitting a home for the elderly. One person was killed and two other were wounded.",1
8972844,2022-03-13,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Bucha","Vorzel",50.5444,30.153,"On 13 March 2022, Russian forces killed a Ukrainian experimental physicist and deputy director of the Institute for Semiconductor Physics in Vorzel, Kyiv.",1
8914574,2022-03-12,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kirovograd","Kropyvnytskyi","Kanatove Airdrome",48.5622,32.3807,"On 12 March 2022, the military forces of Russia launched a rocket attack on the Kanatove Airdrome, Kirovograd. Seven Ukrainian servicemen were killed.",7
8914575,2022-03-12,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 12 March 2022, there was an armed clash between Russian forces and the Ukrainian military forces near Kharkiv. After suffering losses Russian forces withdrew the remaining troops to the territory of Russia to renew combat readiness. Unspecified casualties coded as 10.",10
8914576,2022-03-12,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Kherson","Khersonskyi","Kherson",46.6558,32.6178,"On 12 March 2022, Ukrainian forces shot down two helicopters down in Kherson oblast. One pilot died and another one was wounded.",1
8914581,2022-03-12,"Battles","Police Forces of Ukraine (2019-) State Border Guard Service","Military Forces of Russia (2000-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 12 March 2022, there was an armed clash between Ukrainian Border Guard and Russian forces near Mariupol, Donetsk. As a result, 15 Russian soldiers were killed.",15
8914591,2022-03-12,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zaporizhia","Zaporizkyi","Zaporizhia",47.8479,35.1602,"On 12 March 2022, a Russian tank crushed a car with two men and a child inside near Zaporizhia. As a result, the three of them died.",3
8915149,2022-03-12,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Fastivskyi","Kalynivka",50.226,30.2283,"On 12 March 2022, Russian forces opened fire at a car with two civilians near Kalynivka, Kyiv. As a result, the two people were killed.",2
8972850,2022-03-12,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Chuhuivskyi","Chuhuiv",49.8359,36.688,"On 12 March 2022, Ukrainian forces destroyed a Russian forces column in the area of Chuhuiv, Kharkiv, including tanks and IFVs. Russian soldiers were also killed. Unspecified fatalities coded as 10.",10
8907642,2022-03-11,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 11 March 2022, fighting took place between Russian forces and Ukrainian forces near Chernihiv. The Ukrainian side reports that during the clashes the Russian side suffered significant losses. Unspecified fatalities coded as 10.",10
8907649,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Derhachi",50.1066,36.1211,"On 11 March 2022, Russian forces shelled Derhachi, Kharkiv, as a result of which at least 3 civilians were killed and one was wounded.",3
8907653,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Volyn","Lutskyi","Lutsk",50.7593,25.3424,"On 11 March 2022, Russian forces launched several airstrikes on Lutsk, Volyn as a result of which a fire broke out. 4 civilians died and 6 were injured.",4
8907705,2022-03-11,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Zhytomyr","Zhytomyrskyi","Zhytomyr",50.2649,28.6767,"On 11 March 2022, Ukrainian forces shot down Russian Su-25 aircraft around the Zhytomyr oblast. The pilot died. [coded to Zhytomyr as the exact location is unknown]",1
8907716,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 11 March 2022, throughout the whole day Russian forces shelled various locations of the city of Kharkiv. One civilian died.",1
8908051,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Iziumskyi","Milova",49.4514,36.7083,"On 11 March 2022, Russian forces launched 2 airstrikes on Milova, Kharkiv during which civilian infrastructures were targeted. At least 2 civilians died.",2
8908066,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Bohodukhivskyi","Zolochiv",50.2799,35.9818,"On 11 March 2022, Russian forces shelled Zolochiv, Kharkiv. 1 civilian died and 2 were wounded.",1
8908333,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Dnipropetrovsk","Dniprovskyi","Dnipro",48.4593,35.0386,"On 11 March 2022, Russian forces launched 3 airstrikes on Dnipro, Dnipropetrovsk during which civilian infrastructures, a kindergarten and a shoe factory were targeted. At least 1 civilian died.",1
8908335,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 11 March 2022, the Russian military shelled civilian infrastructure like the Gagarin Stadium in Chernihiv. As a result, at least 2 civilians died and 2 were wounded.",2
8914562,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Brovarskyi","Peremoha",50.4983,31.2506,"On 11 March 2022, Russian forces shelled a column of women and children, who were trying to evacuate from Peremoha, Kyiv. As a result, seven people were killed.",7
8921239,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Kreminna",49.0495,38.2179,"On 11 March 2022, Russian forces shelled Kreminna, Luhansk. A nursing home was targeted and a private house burned down. 56 people were killed.",56
8972865,2022-03-11,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Sumskyi","Kerdylivshchyna",50.6825,34.6858,"On 11 March 2022, Russian forces shelled civilian infrastructures in Kerdylivshchyna, Sumy as a result of which 2 civilians died.",2
8972866,2022-03-11,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Chuhuivskyi","Chuhuiv",49.8359,36.688,"On 11 March 2022, Ukrainian forces destroyed a Russian military column in the area of Chuhuiv, Kharkiv, including tanks and IFVs. Russian soldiers were also killed. Unspecified fatalities coded as 10.",10
8907638,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 10 March 2022, throughout the whole day Russian forces shelled various locations of the city of Kharkiv. Kharkiv Institute of Physics and Technology was shelled as a result of which fire broke out as well as a rocket exploded near a synagogue where about 100 people were sheltered. Civilian infrastructures were shelled as well. There are casualties among civilians. Unspecified fatalities coded as 3.",3
8907640,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Mykolaiv","Bashtanskyi","Mykolaiv",47.0715,32.798,"On 10 March 2022, Ukrainian forces and Russian forces continued exchanging fire near Mykolaiv. The Russian servicemen fired towards Ukrainian block posts as a result of which Ukrainian servicemen died. However, the Ukrainian military was able to gain back some of the positions that they lost earlier as well as the Ukrainian aviation attacked the Russian column that was transporting supplies. Unspecified fatalities coded as 10.",10
8907641,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Trostianets",50.4848,34.9657,"On 10 March 2022, Russian forces shelled a former factory in Trostianets, Sumy as a result of which 3 civilians died. Additionally, the Russian military fired on the evacuation convoy there.",3
8907687,2022-03-10,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 10 March 2022, a saboteur group of Russian forces that attempted to enter Kharkiv was neutralized by Ukrainian forces. At least 2 servicemen died, the number is possibly higher.",2
8907696,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Selektsiyne",49.7808,36.0272,"On 10 March 2022, Russian forces dropped cluster bombs (type unspecified) on Selektsiyne, Kharkiv as a result of which 1 civilian died.",1
8907721,2022-03-10,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Khersonskyi","Dariivka",46.7477,32.805,"On 10 March 2022, Russian forces fired on a car in Dariivka, Kherson as a result of which 1 civilian died.",1
8907727,2022-03-10,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Moshchun",50.6056,30.3078,"On 10 March 2022, Russian forces fired at civilians with small arms in Stoyanka and Moshchun, Kyiv. Three civilians were killed [3 fatalities split among 2 events].",1
8907759,2022-03-10,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Stoyanka",50.454,30.2261,"On 10 March 2022, Russian forces fired at civilians with small arms in Stoyanka and Moshchun, Kyiv. Three civilians were killed [3 fatalities split among 2 events].",2
8908046,2022-03-10,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Makariv",50.4641,29.8113,"On 10 March 2022, Russian forces fired on a car in Makariv, Kyiv, as a result of which 2 civilians died.",2
8908065,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Bohodukhivskyi","Zolochiv",50.2799,35.9818,"On 10 March 2022, Russian forces shelled Zolochiv, Kharkiv. 1 civilian died and 2 were wounded.",1
8908164,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 10 March 2022, Russian forces shelled civilian infrastructures in Severodonetsk, Luhansk as a result of which 1 civilian died and 3 were wounded.",1
8908175,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Chernihiv","Nizhynskyi","Nizhyn",51.048,31.8869,"On 10 March 2022, Russian forces shelled civilian infrastructures in Nizhyn, Chernihiv with BM-27 Uragan as a result of which 2 people died and 8 were wounded.",2
8908180,2022-03-10,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-) National Guard","Kyiv","Brovarskyi","Brovary",50.5181,30.8067,"On 10 March 2022, heavy fighting took place between Russian forces and Ukrainian forces, including the Azov Battalion, in the area of Brovary. Both sides suffered losses. Unspecified fatalities coded as 10.",10
8908192,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 10 March 2022, Russian forces shelled Irpin, Kyiv as a result of which a house exploded and one civilian died.",1
8908318,2022-03-10,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 10 March 2022, Ukrainian forces attacked the regiment of Russian forces heading in the direction of Kyiv. According to Ukrainian reports, almost the whole regiment was killed. Unspecified fatalities coded as 10.",10
8908326,2022-03-10,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 10 March 2022, Ukrainian forces shot down Russian Su-25 aircraft in the Chernihiv region. The pilot died.",1
8972870,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zhytomyr","Korostenskyi","Korosten",50.9594,28.6385,"On 10 March 2022, Russian forces shelled civilian infrastructures in Korosten, Zhytomyr as a result of which 3 people died, including citizens of Belarus.",3
8983077,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Iziumskyi","Slobozhanske",49.3702,36.5795,"On 10 March 2022, the Military Forces of Russia shelled civilian houses in Slobozhanske village, Kharkiv. Initially, it was reported about 4 deaths, however, later 2 more bodies were found.",6
9058828,2022-03-10,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 10 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Mariupol with heavy weapons as well as fired on the green corridor through which humanitarian aid was supposed to be transported to the city. One civilian died from an airstrike. Further casualties unknown.",1
8907600,2022-03-09,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-) Territorial Defense Forces","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 9 March 2022, Russian military clashed with Ukrainian territorial defense forces near Chernihiv, suffering casualties and losses of military vehicles. Uspecified fatalities coded as 10.",10
8907606,2022-03-09,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Volnovaskyi","Staromlynivka",47.6975,36.8247,"On 9 March 2022, Russian soldiers opened fire on a medical vehicle in the village of Staromlynivka, Donetsk oblast, killing at least 4 civilians.",4
8907608,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Iziumskyi","Izium",49.2088,37.2485,"On 9 March 2022, Russian military shelled Ukrainian positions near Izium, Kharkiv, interrupting a humanitarian evacuation effort. At least one Ukrainian soldier was killed.",1
8907610,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 9 March 2022, Russian military forces fired a missile at a private house and buildings in the Saltovka neighborhood in Kharkiv. The missile went through the roof of the house. Injuries unknown, but the residents were alive. Another shelling on a market in the Zhukovsky neighborhood killed a teenager, while another one hit the Nikolski mall. An artillery shelling on the Kharkiv police department killed 4 people and wounded 15.",5
8907614,2022-03-09,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv","Buchanskyi","Makariv",50.4641,29.8113,"On 9 March 2022, Ukrainian forces clashed with Russian forces near Makariv, Kyiv. Russians suffered significant losses. Unspecified fatalities coded as 10.",10
8907616,2022-03-09,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Kyiv City","Kyiv","Kyiv - Darnytskyi",50.4003,30.6807,"On 9 March 2022, Ukrainian forces shot down a Russian SU-27 fighter jet over the Ososorki district in Kyiv - Darnytskyi. The pilot ejected but died. The jet crashed into a house, destroying it.",1
8907618,2022-03-09,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Luhansk","Luhanskyi","Luhansk",48.567,39.3171,"On 9 March 2022, Ukrainian forces fired a Javellin anti-tank missile at a Russian BMP vehicle in Luhansk region, destroying it. Unspecified fatalities coded as 3.",3
8907621,2022-03-09,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Rubizhne",49.0123,38.3797,"On 9 March 2022, in the morning, rebel forces shelled Rubizhne, Luhansk. Four civilians were found dead. A garage and a multi-story building were set on fire.",4
8907623,2022-03-09,"Explosions/Remote violence","NAF: United Armed Forces of Novorossiya","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 9 March 2022, in the morning, NAF rebel forces shelled Severodonetsk, Luhansk. 10 people were killed, 9 wounded. Two apartments caught fire.",10
8907629,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Trostianets",50.4848,34.9657,"On 9 March 2022, Russian forces shelled the Electropobutprilad factory and other buildings in Trostianets, Sumy, and entered the city with hundreds of vehicles. Three people were killed, three wounded.",3
8907631,2022-03-09,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 9 March 2022, Ukrainian territorial and regular forces clashed with Russian forces in the Sumy oblast, destroying 20 military vehicles. 3 armoured vehicles, several Gvozdika missile systems, several trucks, and a grenade launchers were captured. Casualties unknown, but tens of bodies are reported to be lying on the battlefield. Unspecified fatalities coded as 10.",10
8907754,2022-03-09,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Boromlia",50.6187,34.9667,"On 9 March 2022, Russian soldiers fired at a car with two people in Boromlia, Sumy. The passenger was killed, the driver wounded.",1
8908178,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Demydiv",50.7277,30.3307,"On 9 March 2022, Russian forces fired at Ukrainians leaving from Demydiv, Kyiv, killing one policeman helping during the evacuation.",1
8908397,2022-03-09,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 9 March 2022, the Russian military forces opened fire at a group of civilians who were trying to leave the city of Chernihiv. Four people were killed, three were wounded.",4
8908433,2022-03-09,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Khersonskyi","Chornobaivka",46.6974,32.5526,"Around 9 March 2022 (as reported), Russian soldiers attacked locals who were unhappy the soldiers were looting shops in Chornobaivka, Kherson. At least one person was shot dead.",1
8908444,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-)","","Donetsk","Bakhmutskyi","Pokrovske",48.6284,38.1311,"Around 9 March 2022 (as reported), a person died as a result of an explosion of a fragment of a Iskander-M missile in Pokrovske, Donetsk.",1
8914446,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 9 March 2022, Russian air force conducted air strikes at the 2nd maternity hospital and at the children's hospital in Mariupol. Three people, including a child, were killed, 17 wounded. Another pregnant woman and her child died later in a hospital.",5
8972885,2022-03-09,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv","Buchanskyi","Borodianka",50.6448,29.9201,"On 9 March 2022, Ukrainian forces clashed with Russian forces near Borodianka, Kyiv. Russians suffered significant losses. Unspecified fatalities coded as 10.",10
8972887,2022-03-09,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Police Forces of Ukraine (2019-)","Sumy","Sumskyi","Lebedyn",50.5852,34.4849,"On 9 March 2022, after midnight, Russian air force conducted strikes on houses and shelled a police department in Lebedyn, Sumy. 2 houses were destroyed. 5 people were saved from the rubble and were injured. There were fatalities, but the number is unknown. Unspecified fatalities coded as 3.",3
8907571,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Chernihiv","Chernihivskyi","Kolychivka",51.4122,31.3047,"On 8 March 2022, an anti-personnel mine planted by the Russian military exploded under a car driven near Kolychivka (Chernihiv), killing three adults and wounding three children.",3
8907578,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Iziumskyi","Donets",49.5082,36.5737,"On 8 March 2022, a Russian air strike with three bombs hit a house in Donets, Kharkiv. Two people died, including a child.",2
8907581,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 8 March 2022, Russian forces, including Rosgvardia troops, fired artillery, grenade launchers, and conducted air strikes at the Oleksiivka, Pyatykhaty, Belgorodske shosse, Holodna Hora, Saltovka neighborhoods in Kharkiv. The 5th thermal power plant was affected. At least two civilians were killed.",2
8907582,2022-03-08,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Kherson","Khersonskyi","Bilozerka",46.6248,32.4425,"On 8 March 2022, Ukrainian forces fired Stinger missiles at a Russian airplane near Bilozerka, Kherson, shooting it down. One pilot died, another pilot ejected and survived.",1
8907587,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kyiv","Buchanskyi","Piskivka",50.6969,29.593,"On 8 March 2022, in the evening, Russian air force conducted air strikes in Piskivka, Kyiv. The bombs affected 9 houses. One person was killed, two were wounded.",1
8907588,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 8 March 2022, Russian military shelled two times in Severodonetsk, Luhansk. At least one civilian woman was killed.",1
8907590,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 8 March 2022, Russian forces shelled civilian infrastructure, including the railway station, the local shop, and the local thermal power plant, in Okhtyrka, Sumy. At least 5 persons were killed and 14 wounded.",5
